item,itemLabel,cited_works,cited_worksLabel
http://www.wikidata.org/entity/Q67881355,Beyond the Wall,http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q1034675,Cyberpunk 2020
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q18378873,Breaking the Ice
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q1961883,My Life with Master
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q2607653,Dogs in the Vineyard
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q67889237,Angel Gear
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q67889488,Otherkind
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q67889606,Pretender
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q67889710,Shooting the Moon
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q67889882,The Face of Angels
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q67889953,Under the Bed
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q67890115,Panels
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q7353415,Robotech
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q7760683,The Riddle of Steel
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
http://www.wikidata.org/entity/Q67883506,Bliss Stage,http://www.wikidata.org/entity/Q5453,Ars Magica
http://www.wikidata.org/entity/Q67891895,Dream Askew,http://www.wikidata.org/entity/Q16382540,Apocalypse World
http://www.wikidata.org/entity/Q679434,Feng Shui,http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City
http://www.wikidata.org/entity/Q67961453,Blood & Honor,http://www.wikidata.org/entity/Q1350935,Fate
http://www.wikidata.org/entity/Q67961453,Blood & Honor,http://www.wikidata.org/entity/Q16246955,GURPS Japan
http://www.wikidata.org/entity/Q67961453,Blood & Honor,http://www.wikidata.org/entity/Q2143290,Legend of the Five Rings
http://www.wikidata.org/entity/Q67961453,Blood & Honor,http://www.wikidata.org/entity/Q7450585,Sengoku
http://www.wikidata.org/entity/Q67964237,Night Witches,http://www.wikidata.org/entity/Q16382540,Apocalypse World
http://www.wikidata.org/entity/Q67964237,Night Witches,http://www.wikidata.org/entity/Q17154019,Monsterhearts
http://www.wikidata.org/entity/Q67964237,Night Witches,http://www.wikidata.org/entity/Q70491646,The Regiment
http://www.wikidata.org/entity/Q67964237,Night Witches,http://www.wikidata.org/entity/Q70492409,Sagas of the Icelanders
http://www.wikidata.org/entity/Q67964237,Night Witches,http://www.wikidata.org/entity/Q77275285,The Warren
http://www.wikidata.org/entity/Q680176,Pathfinder Roleplaying Game,http://www.wikidata.org/entity/Q1091693,System Reference Document
http://www.wikidata.org/entity/Q680176,Pathfinder Roleplaying Game,http://www.wikidata.org/entity/Q1752744,Open Game License
http://www.wikidata.org/entity/Q680176,Pathfinder Roleplaying Game,http://www.wikidata.org/entity/Q77245101,The Tome of Horrors
http://www.wikidata.org/entity/Q680176,Pathfinder Roleplaying Game,http://www.wikidata.org/entity/Q77426242,Book of Experimental Might
http://www.wikidata.org/entity/Q68028056,10.000,http://www.wikidata.org/entity/Q20711095,Rune
http://www.wikidata.org/entity/Q68028056,10.000,http://www.wikidata.org/entity/Q4999841,Burning Empires
http://www.wikidata.org/entity/Q68028056,10.000,http://www.wikidata.org/entity/Q547845,Sorcerer
http://www.wikidata.org/entity/Q68028056,10.000,http://www.wikidata.org/entity/Q67799891,Barbarians of Lemuria
http://www.wikidata.org/entity/Q68028056,10.000,http://www.wikidata.org/entity/Q68028418,Cold City
http://www.wikidata.org/entity/Q68029775,Dog Eat Dog,http://www.wikidata.org/entity/Q1961883,My Life with Master
http://www.wikidata.org/entity/Q68029775,Dog Eat Dog,http://www.wikidata.org/entity/Q2607653,Dogs in the Vineyard
http://www.wikidata.org/entity/Q680553,Pendragon,http://www.wikidata.org/entity/Q1027121,Call of Cthulhu
http://www.wikidata.org/entity/Q680553,Pendragon,http://www.wikidata.org/entity/Q4906640,Prince Valiant: The Story-Telling Game
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q1017492,Bushido
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q16995265,Star Trek: Adventure Gaming in the Final Frontier
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q17116228,Metamorphosis Alpha
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q17528629,Empire of the Petal Throne
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q18391053,Monsters! Monsters!
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q18392873,Starships & Spacemen
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q19874948,Knights of the Round Table
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q2164069,Traveller
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q24963166,Flash Gordon & the Warriors of Mongo
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q25112652,Star Patrol
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q25214307,Space Quest
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q25217169,Legacy
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q3012287,En Garde!
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q3977919,Superhero 2044
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q4788315,Arduin
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q48997469,Cults of Prax
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q5520309,Gamma World
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q64596999,Dungeons & Dragons: Basic Set « Holmes » 1977
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q64597405,Advanced Dungeons & Dragons 1st edition
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q683240,Tunnels & Trolls
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q7601816,Starfaring
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q7733398,The Fantasy Trip
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q5457,Bunnies & Burrows
http://www.wikidata.org/entity/Q681338,RuneQuest,http://www.wikidata.org/entity/Q5461,Chivalry & Sorcery
http://www.wikidata.org/entity/Q683240,Tunnels & Trolls,http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
http://www.wikidata.org/entity/Q68520461,No Country For Old Kobolds,http://www.wikidata.org/entity/Q15221892,Dungeon World
http://www.wikidata.org/entity/Q68520461,No Country For Old Kobolds,http://www.wikidata.org/entity/Q68521368,Inglorious
http://www.wikidata.org/entity/Q68520461,No Country For Old Kobolds,http://www.wikidata.org/entity/Q68521932,The Sprawl
http://www.wikidata.org/entity/Q68520461,No Country For Old Kobolds,http://www.wikidata.org/entity/Q68522321,World of Dungeons
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q1042398,Paranoia
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q1961883,My Life with Master
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q21233537,The Laundry
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q2607653,Dogs in the Vineyard
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q3210775,Trail of Cthulhu
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q3744369,Fiasco
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q5287471,Doctor Who Roleplaying Game
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q650924,Vampire: The Masquerade
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q67174687,Lady Blackbird
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q68625987,Play Unsafe
http://www.wikidata.org/entity/Q68624889,Cthulhu Dark,http://www.wikidata.org/entity/Q68626608,Poison'd
http://www.wikidata.org/entity/Q68626608,Poison'd,http://www.wikidata.org/entity/Q2613589,InSpectres
http://www.wikidata.org/entity/Q68626608,Poison'd,http://www.wikidata.org/entity/Q547845,Sorcerer
http://www.wikidata.org/entity/Q68626608,Poison'd,http://www.wikidata.org/entity/Q77430369,Steal Away Jordan
http://www.wikidata.org/entity/Q68626608,Poison'd,http://www.wikidata.org/entity/Q7752487,The Mountain Witch
http://www.wikidata.org/entity/Q69367342,Star Drakkar,http://www.wikidata.org/entity/Q1042462,Space Opera
http://www.wikidata.org/entity/Q69367342,Star Drakkar,http://www.wikidata.org/entity/Q20711095,Rune
http://www.wikidata.org/entity/Q69367342,Star Drakkar,http://www.wikidata.org/entity/Q2860238,Archipels (D20 system)
http://www.wikidata.org/entity/Q69367342,Star Drakkar,http://www.wikidata.org/entity/Q3399753,Post mortem
http://www.wikidata.org/entity/Q69367342,Star Drakkar,http://www.wikidata.org/entity/Q679434,Feng Shui
http://www.wikidata.org/entity/Q69367342,Star Drakkar,http://www.wikidata.org/entity/Q7884140,Unearthed Arcana
http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City,http://www.wikidata.org/entity/Q1027121,Call of Cthulhu
http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City,http://www.wikidata.org/entity/Q1034675,Cyberpunk 2020
http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City,http://www.wikidata.org/entity/Q1047814,Generic Universal Role Playing System
http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City,http://www.wikidata.org/entity/Q1613765,HERO System
http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City,http://www.wikidata.org/entity/Q1851660,Storytelling System
http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City,http://www.wikidata.org/entity/Q3320506,Murphy's World
http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City,http://www.wikidata.org/entity/Q5013482,CORPS
http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City,http://www.wikidata.org/entity/Q682472,Talislanta
http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City,http://www.wikidata.org/entity/Q726682,Over the Edge
http://www.wikidata.org/entity/Q7021264,Nexus: The Infinite City,http://www.wikidata.org/entity/Q7883618,Underground
http://www.wikidata.org/entity/Q70486236,Cloak of Steel,http://www.wikidata.org/entity/Q1091693,System Reference Document
http://www.wikidata.org/entity/Q70486236,Cloak of Steel,http://www.wikidata.org/entity/Q1752744,Open Game License
http://www.wikidata.org/entity/Q70486236,Cloak of Steel,http://www.wikidata.org/entity/Q3266754,D20 Modern
http://www.wikidata.org/entity/Q70486236,Cloak of Steel,http://www.wikidata.org/entity/Q64623379,Dungeons & Dragons 3.5 edition
http://www.wikidata.org/entity/Q70666681,OpenQuest,http://www.wikidata.org/entity/Q1091693,System Reference Document
http://www.wikidata.org/entity/Q70666681,OpenQuest,http://www.wikidata.org/entity/Q2633765,Basic Role-Playing
http://www.wikidata.org/entity/Q70666681,OpenQuest,http://www.wikidata.org/entity/Q681338,RuneQuest
http://www.wikidata.org/entity/Q70666681,OpenQuest,http://www.wikidata.org/entity/Q682309,Stormbringer
http://www.wikidata.org/entity/Q70666681,OpenQuest,http://www.wikidata.org/entity/Q70790912,Mongoose Runequest
http://www.wikidata.org/entity/Q70791655,Five Torches Deep,http://www.wikidata.org/entity/Q64706124,Dungeons & Dragons 5th edition
http://www.wikidata.org/entity/Q70792068,Dungeonesque,http://www.wikidata.org/entity/Q64706124,Dungeons & Dragons 5th edition
http://www.wikidata.org/entity/Q70816998,The First Fantasy Campaign,http://www.wikidata.org/entity/Q3640801,Blackmoor
http://www.wikidata.org/entity/Q70925843,Striscia,http://www.wikidata.org/entity/Q16382540,Apocalypse World
http://www.wikidata.org/entity/Q70925843,Striscia,http://www.wikidata.org/entity/Q17101085,Advanced Fighting Fantasy
http://www.wikidata.org/entity/Q70925843,Striscia,http://www.wikidata.org/entity/Q2164069,Traveller
http://www.wikidata.org/entity/Q70925843,Striscia,http://www.wikidata.org/entity/Q66163932,Dodécaèdre
http://www.wikidata.org/entity/Q70925843,Striscia,http://www.wikidata.org/entity/Q70926395,Index Card RPG
http://www.wikidata.org/entity/Q70925843,Striscia,http://www.wikidata.org/entity/Q70926609,Rats in the Walls
http://www.wikidata.org/entity/Q70940784,Prose Descriptive Qualities (PDQ) system,http://www.wikidata.org/entity/Q1047814,Generic Universal Role Playing System
http://www.wikidata.org/entity/Q70940784,Prose Descriptive Qualities (PDQ) system,http://www.wikidata.org/entity/Q2154880,Risus
http://www.wikidata.org/entity/Q70940784,Prose Descriptive Qualities (PDQ) system,http://www.wikidata.org/entity/Q495582,Unknown Armies
http://www.wikidata.org/entity/Q70940784,Prose Descriptive Qualities (PDQ) system,http://www.wikidata.org/entity/Q5245235,Dead Inside
http://www.wikidata.org/entity/Q70940784,Prose Descriptive Qualities (PDQ) system,http://www.wikidata.org/entity/Q5520309,Gamma World
http://www.wikidata.org/entity/Q70940784,Prose Descriptive Qualities (PDQ) system,http://www.wikidata.org/entity/Q71204073,"Monkey, Ninja, Pirate, Robot: the Roleplaying Game"
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q21233651,Swashbucklers of the 7 Skies
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q3036692,Donjon : Clefs en main
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q3356433,Orkworld
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q3552531,Usagi Yojimbo Role-Playing Game
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q390297,Rêve: the Dream Ouroboros
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q6073125,Ironclaw
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q67174687,Lady Blackbird
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q682229,The Dark Eye
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q682803,Trollbabe
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q70948479,Tomorrow Knights
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q70949461,Storming the Wizard's Tower
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q70950463,The Magical Land of Yeld
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q70950863,Redbox Hack
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q7720690,The Burning Wheel
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
http://www.wikidata.org/entity/Q70947918,Tranchons & Traquons,http://www.wikidata.org/entity/Q5464,Earthdawn
http://www.wikidata.org/entity/Q71204073,"Monkey, Ninja, Pirate, Robot: the Roleplaying Game",http://www.wikidata.org/entity/Q1047814,Generic Universal Role Playing System
http://www.wikidata.org/entity/Q71204073,"Monkey, Ninja, Pirate, Robot: the Roleplaying Game",http://www.wikidata.org/entity/Q2154880,Risus
http://www.wikidata.org/entity/Q71204073,"Monkey, Ninja, Pirate, Robot: the Roleplaying Game",http://www.wikidata.org/entity/Q495582,Unknown Armies
http://www.wikidata.org/entity/Q71204073,"Monkey, Ninja, Pirate, Robot: the Roleplaying Game",http://www.wikidata.org/entity/Q5245235,Dead Inside
http://www.wikidata.org/entity/Q71204073,"Monkey, Ninja, Pirate, Robot: the Roleplaying Game",http://www.wikidata.org/entity/Q5520309,Gamma World
http://www.wikidata.org/entity/Q71204073,"Monkey, Ninja, Pirate, Robot: the Roleplaying Game",http://www.wikidata.org/entity/Q70940784,Prose Descriptive Qualities (PDQ) system
http://www.wikidata.org/entity/Q7131748,Pantheon and Other Roleplaying Games,http://www.wikidata.org/entity/Q1476922,HeroQuest
http://www.wikidata.org/entity/Q7131748,Pantheon and Other Roleplaying Games,http://www.wikidata.org/entity/Q17040847,Violence
http://www.wikidata.org/entity/Q7131748,Pantheon and Other Roleplaying Games,http://www.wikidata.org/entity/Q25112595,The Extraordinary Adventures of Baron Munchausen
http://www.wikidata.org/entity/Q7131748,Pantheon and Other Roleplaying Games,http://www.wikidata.org/entity/Q679434,Feng Shui
http://www.wikidata.org/entity/Q7131748,Pantheon and Other Roleplaying Games,http://www.wikidata.org/entity/Q7260726,Puppetland
http://www.wikidata.org/entity/Q72230547,Légendes des mille et une nuits,http://www.wikidata.org/entity/Q3270166,Légendes
http://www.wikidata.org/entity/Q72230547,Légendes des mille et une nuits,http://www.wikidata.org/entity/Q72230764,Légendes Celtiques
http://www.wikidata.org/entity/Q72231484,Légendes de la Vallée des Rois,http://www.wikidata.org/entity/Q3270166,Légendes
http://www.wikidata.org/entity/Q72231484,Légendes de la Vallée des Rois,http://www.wikidata.org/entity/Q64561722,Premières légendes : Légendes de la Table Ronde
http://www.wikidata.org/entity/Q72231484,Légendes de la Vallée des Rois,http://www.wikidata.org/entity/Q72230764,Légendes Celtiques
http://www.wikidata.org/entity/Q73569942,Blueholme,http://www.wikidata.org/entity/Q1091693,System Reference Document
http://www.wikidata.org/entity/Q73569942,Blueholme,http://www.wikidata.org/entity/Q1752744,Open Game License
http://www.wikidata.org/entity/Q73569942,Blueholme,http://www.wikidata.org/entity/Q64596999,Dungeons & Dragons: Basic Set « Holmes » 1977
http://www.wikidata.org/entity/Q764265,Alternity,http://www.wikidata.org/entity/Q64597405,Advanced Dungeons & Dragons 1st edition
http://www.wikidata.org/entity/Q77074912,Hot War,http://www.wikidata.org/entity/Q1027121,Call of Cthulhu
http://www.wikidata.org/entity/Q77074912,Hot War,http://www.wikidata.org/entity/Q16967584,Dust Devils
http://www.wikidata.org/entity/Q77074912,Hot War,http://www.wikidata.org/entity/Q4566951,Twilight: 2000
http://www.wikidata.org/entity/Q77074912,Hot War,http://www.wikidata.org/entity/Q547845,Sorcerer
http://www.wikidata.org/entity/Q77074912,Hot War,http://www.wikidata.org/entity/Q6659288,Living Steel
http://www.wikidata.org/entity/Q77074912,Hot War,http://www.wikidata.org/entity/Q68028418,Cold City
http://www.wikidata.org/entity/Q77074912,Hot War,http://www.wikidata.org/entity/Q77075067,Covenant
http://www.wikidata.org/entity/Q77075935,In a Wicked Age,http://www.wikidata.org/entity/Q3631244,Primetime Adventures
http://www.wikidata.org/entity/Q77075935,In a Wicked Age,http://www.wikidata.org/entity/Q547845,Sorcerer
http://www.wikidata.org/entity/Q77075935,In a Wicked Age,http://www.wikidata.org/entity/Q5608233,Grey Ranks
http://www.wikidata.org/entity/Q77075935,In a Wicked Age,http://www.wikidata.org/entity/Q64524443,Agon
http://www.wikidata.org/entity/Q77075935,In a Wicked Age,http://www.wikidata.org/entity/Q64528206,Sorcerer supplements
http://www.wikidata.org/entity/Q77075935,In a Wicked Age,http://www.wikidata.org/entity/Q682803,Trollbabe
http://www.wikidata.org/entity/Q77075935,In a Wicked Age,http://www.wikidata.org/entity/Q77076165,Names: The Story Games Name Project
http://www.wikidata.org/entity/Q77075935,In a Wicked Age,http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q1034675,Cyberpunk 2020
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q1042398,Paranoia
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q1042442,Shadowrun
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q1961883,My Life with Master
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q2607653,Dogs in the Vineyard
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q2613589,InSpectres
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q3850395,Marvel Super Heroes
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q547845,Sorcerer
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q64597405,Advanced Dungeons & Dragons 1st edition
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q68389167,Fvlminata
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q7760683,The Riddle of Steel
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q7806485,Timelords
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
http://www.wikidata.org/entity/Q7720690,The Burning Wheel,http://www.wikidata.org/entity/Q5490,Warhammer Fantasy Roleplay
http://www.wikidata.org/entity/Q77243041,Kids on Bikes,http://www.wikidata.org/entity/Q64528206,Sorcerer supplements
http://www.wikidata.org/entity/Q77243041,Kids on Bikes,http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
http://www.wikidata.org/entity/Q77246621,Maid: The Role-Playing Game,http://www.wikidata.org/entity/Q1641831,Hârn
http://www.wikidata.org/entity/Q77246621,Maid: The Role-Playing Game,http://www.wikidata.org/entity/Q77247234,Panty Explosion
http://www.wikidata.org/entity/Q77248517,Les Mille-Marches,http://www.wikidata.org/entity/Q67799891,Barbarians of Lemuria
http://www.wikidata.org/entity/Q77271931,Mindjammer,http://www.wikidata.org/entity/Q1350935,Fate
http://www.wikidata.org/entity/Q77271931,Mindjammer,http://www.wikidata.org/entity/Q1752744,Open Game License
http://www.wikidata.org/entity/Q77271931,Mindjammer,http://www.wikidata.org/entity/Q18163085,Starblazer Adventures
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q1027121,Call of Cthulhu
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q15221892,Dungeon World
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q16382540,Apocalypse World
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q17142058,Mouse Guard
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q17142386,GURPS Horror
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q17154019,Monsterhearts
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q19873517,GURPS Black Ops
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q2613589,InSpectres
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q3210775,Trail of Cthulhu
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q3744369,Fiasco
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q495582,Unknown Armies
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q68028418,Cold City
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q68625987,Play Unsafe
http://www.wikidata.org/entity/Q77272478,Monster of the Week,http://www.wikidata.org/entity/Q77272986,Geiger Counter
http://www.wikidata.org/entity/Q7733398,The Fantasy Trip,http://www.wikidata.org/entity/Q64597405,Advanced Dungeons & Dragons 1st edition
http://www.wikidata.org/entity/Q7733398,The Fantasy Trip,http://www.wikidata.org/entity/Q683240,Tunnels & Trolls
http://www.wikidata.org/entity/Q77363685,On Mighty Thews,http://www.wikidata.org/entity/Q5296210,Donjon
http://www.wikidata.org/entity/Q77363685,On Mighty Thews,http://www.wikidata.org/entity/Q77363810,Dungeon Squad!
http://www.wikidata.org/entity/Q77435402,Rocket Age,http://www.wikidata.org/entity/Q5287471,Doctor Who Roleplaying Game
http://www.wikidata.org/entity/Q7751161,The Metabarons Roleplaying Game,http://www.wikidata.org/entity/Q1138697,D6 System
http://www.wikidata.org/entity/Q7760683,The Riddle of Steel,http://www.wikidata.org/entity/Q547845,Sorcerer
http://www.wikidata.org/entity/Q778991,In Nomine Satanis / Magna Veritas,http://www.wikidata.org/entity/Q1375,Dungeons & Dragons
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q1047814,Generic Universal Role Playing System
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q1350935,Fate
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q2154880,Risus
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q24207038,Marvel Super Heroes Advanced Set
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q2825388,Adventure!
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q388465,Castle Falkenstein
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q4012863,Villains and Vigilantes
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q495582,Unknown Armies
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q5035301,Capes
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q5245235,Dead Inside
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q5520309,Gamma World
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q70940784,Prose Descriptive Qualities (PDQ) system
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q71204073,"Monkey, Ninja, Pirate, Robot: the Roleplaying Game"
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q71205546,Darkpages
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q71205904,Hearts & Souls
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q71206688,Simply Roleplaying
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q71207281,Storyboard
http://www.wikidata.org/entity/Q7848259,Truth & Justice,http://www.wikidata.org/entity/Q726682,Over the Edge
